['s24:47077c6866039a4f38dfa6d7d69c0524', 'severe_toxicity', 'kiihottaa vaan ne reunat:)))) Mikä on se hyödytön nahka läjä vitun ympärillä? Nainen!']
['s24:cc3691330cce90647cf9a4fb33caf9be', 'not-severe_toxicity', 'Nää on näitä helvetin propaganda artikkeleita... Suomi-autothan ne tosi ruusuja ja kestäviä ja luotettavia on..........niissähän on lisävarusteena veivattavat ikkunat ja ruosteläikät!!!!!!!!Vitun kallis laitattaa lohkolämmitin ja ostaa talvirenkaat.......saa sentään kunnon auton sitten ja se jopa sit suomi varusteltu!!!!!!!!!!']
['s24:f975bfe0b8aa2f919a624d42b3a1dd40', 'not-severe_toxicity', 'vaikee jättää sellane vitun kaittis']
['s24:83bce9104c30280441fcd34e82232ae5', 'not-severe_toxicity', 'Vituttaa, niin perkeleesti. Sanonko mikä?']
['s24:7ee9d8c61e2b2ae0d01649d1abe6be15', 'not-severe_toxicity', 'ämmän vuoksi. Ei minkään muun.. A-mies.']
['s24:a372b0f7b1f9076078ca0c1a8be5ccdc', 'not-severe_toxicity', 'Haluaisitko vaihtaa konkurssissa omaisuutensa ja perheensäkin menettäneen luottokelvottoman yrittäjän kanssa roolia??  Jotkut perkeleet ovat niin vitun tyhmiä että eivät muista mitä tuolloin tapahtui.  Kuten sinä.']
['s24:3a7e04a08350be29fbea19c7428f912a', 'not-severe_toxicity', 'on sitten mennyt sullakin sekaisin käsitteet. Teini ei ole lapsi. Lapset eivät ole kiimassa, nuoret ovat kiimassa.  Pedofiili on lapsiin sekaantuja. Pedofiili ei sekaannu teinivittuun. Sellainen on pedofiilille liian aikuinen jos tajuat faktat nyt pönttöpetteri.  Terveisiä akallesi.']
['s24:20fffbb1bc9a0f7d8d771b59079da0b7', 'not-severe_toxicity', 'Mikä VITUN welan verkko? En ole koskaan kuullutkaan.']
['s24:c60f783e2636e3676d8b8ba146dcfdfd', 'not-severe_toxicity', 'Voi vittu mitä paskaa']
['s24:c190df88f4be9396d624f92dd02445e8', 'not-severe_toxicity', 'Jos sulle suuseksissä tulee karvoja suuhun ja siksi haluat posliinin, olet suuseksihommassa uusavuton. Kyse on siitä, että haluat olla posliin kanssa siksi, että olet kykenemätön kehittämään omia suuseksitaitojasi niin ettei niitä karvoja tule suuhun. Soisit kumppanillesi itsemääräämisoikeuden omaan alapäähänsä.  Mulle on sama onko kumppanilla luomupuska, trimmattu tai posliini, koska se on hänen itsemääräämisoikeutensa eli annan kaikkien kukkien kukkia. Samoin toivon hänen myös suhtautuvan mun itsemääräämisoikeuteeni onasta alapäästäni. Kyllä mullekin aikoinaan tuli muutama karva suuhun, mutta opettelin suuseksin salot niin ettei sitä tapahdu eli en ollut uusavuttomana tumput suorassa vaatimassa tiettyä alapääulkonäköä.']
['s24:08bf3a1c9bd3633e8db823573612e344', 'not-severe_toxicity', 'Kamajeppejä vartenko treenaat sekä räkänokkaluuseteitta? Vittu hei, heitä spaddu tai tulee lättyyn.']
['s24:d735f7dcbe140a5372834ccca4d5a423', 'not-severe_toxicity', '"Anarkistit on paskaa ei tarvitte olla ""kova jätkä"" eikä houdini tuon nähdäkseen. Vai ""imeä tuttia"", olen tehnyt perkele työuraa lähes 40 vuotta elämässäni, ja tuollainen perkeleen ituhippi alkaa hyppimään silmille, kukahan sitä tuttia imee, anarkistit, ovat yhteiskunnan viruksia."']
['s24:68573de9e4af472be2667f57defdacce', 'not-severe_toxicity', 'Siis, ite ensiksi siistin saksilla(hiustenleikkuu) ja voi vittuku oli terävät, kyrvän yläpuolelta sain suht paljon leikeltyy. Alko kasseissa pitkät karvat ärsyttämään, joten päätin nekin sitten leikata SAKSILLA, Ja ai vittujen vittuku lähti pikku slaissi kasseista vahingossa, sattu nii perkeleesti. Eli en tuota suosittele :) !']
['s24:ebf36bac0fb4b4aa7c4348c8f172f766', 'not-severe_toxicity', 'PANTU ON JA PALJON  Vituttaa kun ukko tai miehet ei saa orkkua millään aina pakko panna perseeseen, onko mitään keinoa itse treenaa lähes joka päivä mutta väljyyttä en saa pois,olen kyllä jakanut tavaraani helposti mutta ei kaise käytöstä kulu?terv sipoo sudet']
['s24:8ead96003b1e742aec7374a60bbb1f80', 'not-severe_toxicity', 'Vittu naiset on sairaita kun rakastuvat murhaaja jännämiehiin.']
['s24:81e74d9250545614199cc6bac6398aff', 'not-severe_toxicity', 'VASEMMISTO HOMMASI SUOMEEN  8H TYÖPÄIVÄT JA VAPAAT VIIKONLOPUT! JOS KOKOOMUS PORVARIEN OLISI ANNETTU RIEHUA VAPAASTI SINÄ TEKISIT VIELÄKIN 12H TYÖPÄIVIÄ JA MYÖS LAUANTAINA!']
['s24:2a7261ab6211570335025935d14c9a1c', 'not-severe_toxicity', 'homostelotiin remppamiesten kanssa  bullshit']
['s24:b6e0b073cf967ad973488ccd4ca9ff9d', 'not-severe_toxicity', 'miksi turhaan pitäisi??? vitun hölmö']
['s24:1e4dfb7694359fac65c758984587c468', 'not-severe_toxicity', 'Saatanan limanuljaska skampäk!']
['s24:eb28c1f95c5b1e75d2f97afdbd3e6929', 'not-severe_toxicity', 'vai oliko se AD-HD? Vittu mikä nauru homppelilla.']
['s24:4d0738a8a9e4f51ef39f4a03fd4a2402', 'severe_toxicity', 'Matu raiskaa se vain on kylmä totuus, eikö se mene suvakkien kusiseen päähän, suvakit ruokkii näitä maturaiskaajia, eikä tunnu omaa tuntoo vaivavaan,,, ehkä sitten kun kolahtaa omaan nilkkaan,,']
['s24:eba160c9c4a39d5f86f5936a7c2b0c2b', 'not-severe_toxicity', '"Ei mulla muuta kun et onneksi mulla ei ole lapsia. Mä varmaan tappaisin jokaisen puolikaljun oksettavan pedofiilin joka katsoisi mun lasta ""sillä silmällä""!!  Voiko enää mitään vastenmielisempää ollakaan kun nämä ala ikäisistä tytöistä haaveilevat perverssit neitsytsedät!?!  Lopettakaa se nettiporno . Menkää kirkkoon ja rukoilkaa sairaitten halujenne puolesta. Jumala kyllä kuulee ja antaa anteeksi ja poistaa halut! Jollette sitten rukoile itsellenne oman ikäistä puolisoa."']
['s24:80ce97e799850c0bbc6ab0ad4ee62443', 'not-severe_toxicity', 'Saat imeä kullia jos haluat huomenna törmällä iltapäivällä']
['s24:fb996601606380d629b77881fe12be39', 'not-severe_toxicity', 'PS. Aika vitun urpoja ootte kaikki :DD vastailette 8 vuotta vanhaan otsikkoon :DDDDDDDDDDDDDDDD tai sit mä oon vaan urpo ja puhun ei-kellekkään..']
['s24:88c059682337db3d3215ecc096417e09', 'not-severe_toxicity', 'Hyppää ny äkkiä kaivoon tai sinne helvetin CHÄTTIIS äläkä valita...']
['s24:9073ae16b54a831341edd92d03050dcd', 'not-severe_toxicity', 'Se että tuottaa toiselle sellaisen nautinnon että toinen suoraan sanoen räjähtää kolmanteen taivaaseen. Mä teen omalle naiselle kaiken nuolen, hieron, panen... Nainen saa muutaman orgasmin joka sessiossa. Arvatkaapa mitä minä saan; akka on vitun lahna, makaa vaan sängyssä ja minä teen kaikki työt, menee tunti joskus parikin tässä minun käsittelyssä. Ei ota akka multa suihin, hyvä jos kerran kuussa ottaa ees mulkun käteen. Mietinkin että tarttuuko tuo lahnatauti minuunkin. Vai heittäydynko lahnaksi. Olisi sääli pistää muuteen hyvää akkaa kiertoon... Ja tämä on muuten tosi juttu, siksi eksyinkin tänne palstalle, ja tunteet kuohahti pintaan...']
['s24:8fd4b09429948c523b2fbd373143a09e', 'not-severe_toxicity', 'kaverin akka on iha älytön narsisti joka luulee olevansa maailman ihanin, kaunein ja paras? akka on huorannu,lesboillu ja järjestänyt ukkosa putkaan,hakannu,haukkunu fase bookissa työssä käyvää ukkoaan ja ite oo päivääkään tehny palkka työtä kun tukiaisilla elää nii makiasti niinku sukulaisensa!? helevetin surullista kattoo sivusta mut puhuminen ei auta,miten käy sitte ku mies herää todellisuuteen joku päivä ja tajuaa että hänen elämänsä on pilattu?! varmaan lehden nurkassa pieni otsikko: mies tappoi naisen perheriidan päätteksi..']
['s24:2370e415047ec280095a2c40bfef030e', 'not-severe_toxicity', 'Oikeasti kokoomuslainen nussi sinua perseeseen. Sinua kuten kaikkia Suomen kansalaisia eliittiä lukuunottamatta. Arhinmäki oli lyömässä tahtia.']
['s24:a280d6b4d9468c5c315f8c307fcdc334', 'not-severe_toxicity', 'Miten homo voi hasta vitulle? Anteron logiikalla ilmeisesti voi :-)']
['s24:4bab41175fe4fccc5fa165dfaf812d3e', 'not-severe_toxicity', 'Ikävöin tietenkin mut hän on kusipää!!!!']
['s24:08e16419d71939adfb532d89d4b36510', 'not-severe_toxicity', 'Meinaatko hakata muijasi huonoonkin kuntoon?']
['s24:0f601d834406c3f47fc587714066847f', 'not-severe_toxicity', 'PERÄVETO!']
['s24:76adcb50367db07c409785a8cda894d1', 'not-severe_toxicity', 'Vittuakos se sulle urpolle kuuluu!']
['s24:3ccd34106586463322dbed140eff6c43', 'not-severe_toxicity', 'Eniten vituttaa ostoskärryjä työntelevät ja niillä käytävät blokkaavat ämmät ja huutavat ympäriinsä juoksentelevat kakarat.']
['s24:2488fbdc1207257eccda2e57dccf4d45', 'not-severe_toxicity', 'Mä taas otan AINA yhden kahvin konjamiinilla, kun olen minäkin siitä onnellinen että vihervassarisuvakkiämmien poppoot kuihutuvat olemattomiin ja persuilla menee niin vitun lujaa että saa lakistaan kiinni pitää.']
['s24:e8f310dbf579a506092f644ed5cedfc6', 'not-severe_toxicity', 'Paskiaiset  Jumalauta että vihaan naapuriani. Luuseri oli aikaisemmin hirveä melukone mutta ei häädän pelossa uskalla enää kutsua murjuunsa vieraita. Tällä hetkellä ärsyttää eniten naapurin tupakointi. Jollakin tavalla aion vielä antaa takaisin samalla mitalla sillä olen kyllästynyt jatkuvaan kiusantekoon.']
['s24:a71e1bc42f8b7a29a4ea0b11b10c6110', 'not-severe_toxicity', 'Haista sinä paska. Itte levität myrkkyä ympärilles :/']
