s24:d377091effef650d4846dcd88e2b4866 	 not-obscene 	 Kyllä on ihmisillä sitten älyttömiä stereotypioita! Katkeria taidatte olla kun pitää yleistää kaikki kauniit/komeat aivottomiksi ääliöiksi. 	 0.1979382485151291
s24:8f57dcc7e05c531896c08d80129cf7df 	 obscene 	 Suomi teki juuri ne ratkaisevat maalit,mutta miksi maailman paras jääkiekkomaa Kanada ei pystynyt maalaamaan kertaakaan,vaikka antoivat kaikkensa tuossa matsissa ja ilme oli sennäköinen kuin olisivat syöneet kilon paskaa. 	 0.08290192484855652
s24:620d8e9ee2ef431fe5a3fa3d7d0e8940 	 obscene 	 No hei, musta 12-13 vuotias on aivan hyvä ikä.. pari vuotta ja pari vuotta.. paskat siitä,jos tykkää ni tykkää.. pitääkö kaikkien aina tiuskasta toisille? 	 0.2552650272846222
s24:d8c8b8dfd12228a9e2be94202323e3f2 	 not-obscene 	 Tuossahan se osa ongelmaa on, naiselle seksi on velvollisuus tai hyödyke. 	 0.2069099396467209
s24:79100803bac3ec9150d7102087a16694 	 obscene 	 "Lukekaa miten se armeija oikeasti käydään.  Muutama keikka on tosi tarina MIEHESTÄ joka uskalsi olla oma itsensä, myös armeijassa. VAROITUS! Ei lälläri pojille ( muka miehille???). lue eläkä lässytä. https://muutama-keikka.webnode.fi jos et jaksa lukea ensin oikeasta elämästä vaan haluaisit lukea äidin sylistä (valita, äidin sylistä ei kerrota mitään, mene neuvolaan), niin sieltä sivulta löytyy armeija ""osia"" erikseen kun kelaat alas päin. Hyvää lukuhetkeä toivottaa sinulle armeijan setä, ja paskat." 	 0.07755710184574127
s24:aa4be3cbe7ef2e03f361902a44dcf89b 	 obscene 	 Kyllä seinäjoki olisi saanut ansaitut kultajuhlat jos sepsi olisi voittanut.SJK muovia koko paska,pitäkää juhlanne.(kerrankin olen vaasalaiset kanssa samaa mieltä) !!!! 	 0.4353676438331604
s24:916d25c28d76323951f9da9440b2e43b 	 not-obscene 	 "Asiasta: Blondit ja äly. Kaikki blondit eivät ole kauniita mielestäni. Vain älykkäät blondit ovat kauniita, äly näkyy silmissä. -Tyhmä ""Gro magno"" ei ole mielestäni koskaan kaunis." 	 0.005941364914178848
s24:52d757bbf60588d4055837b479ee7ef8 	 obscene 	 tuoda lahjaksi..vain omaan käyttöön ei edes aviopuolisolle jos pilkulla nussitaan.Samoin jos haet viinaa siihen malliin virosta ja sanot jotta omaan käyttöön ilmoittaa tulli poliisille onko syytä tarkistaa kyseisen henkilön kelpoisuus kuljettaa ajoneuvoa jos juo kerran älyttömästi. 	 0.20983904600143433
s24:db61b270fe2e811ddac4b365430873bc 	 not-obscene 	 osta poju lada siinä sulle 4-pyörää 	 0.0010164057603105903
s24:4af56de7d86fd20c5516d2e80f798936 	 not-obscene 	 Kiitti kommeistanne ja vinkeista jne. I know oon tyhmä ja ääliö ku poltan ku oon vasta 11v mut en oo koukussa ( onneks :P ) enkä aio enää ikinä polttaa vaikka tekiskin mieli. Muute joku kysy et oonko tyttö ja kyllä oon tyttö. 	 0.04347560182213783
s24:a045f3c9539278925843c6c6bdf6b60e 	 obscene 	 Meinaatko sä ettei meillä ittellä oo raamattua ollenkaa, teukkapersepetteri pakana?? 	 0.9501539468765259
s24:d0e9d914f86b4afc4c89b6549a40e0d5 	 not-obscene 	 "Hehehe... ""pitäsköhän muuttaa Sveitsiin..."". Sveitsihän on nimenomaan muuttovastainen maa. Sinne ei muuteta ainakaan Suomesta. Suomalaismamut ovat niitä pahimpia loisia." 	 0.06398637592792511
s24:4a461e4c32bbadfb4f8242cc0115bc9e 	 not-obscene 	 ...oikeesti oikeessa, eikä vain kuvittele niin :oD Ärsytelkää meitä omahyväisiä besserwissereitä oikein kybällä! Pussiin itsensä puhuminen on hieno taito, kannatan sitä! Eli siis: ei ihminen huomaa, jos se on itsensä puhunut pussiin. Vai mitä? 	 0.0070786504074931145
s24:1dbc6d197cd84f97c28ec5576613da3c 	 not-obscene 	 tili hotmailiin. olet sössiny ja antanu käyttäjätunnuksesi ja salasasi kohtaan haluatko nähdä ketkä kavereistasi ovat bannanneet sut tai muuta vastaavaa. 	 0.001043239375576377
s24:954d7d57770857c3dd6c74e3541280dc 	 not-obscene 	 Isältäni en ole koskaan penniäkään pyytänyt, vaan omin päin liikkunut maailmalla aivan samalla tavalla kuin kotiseutuni ikätoverit. Kak dela? What's the good word? Etkö fenno vieläkään oke tajunnut, ettei kieliä opi koulussa, vaan elämällä! Lienet elävänä kuollut, omassa surkeudessasi! 	 0.14450344443321228
s24:954d7d57770857c3dd6c74e3541280dc 	 not-obscene 	 Isältäni en ole koskaan penniäkään pyytänyt, vaan omin päin liikkunut maailmalla aivan samalla tavalla kuin kotiseutuni ikätoverit. Kak dela? What's the good word? Etkö fenno vieläkään oke tajunnut, ettei kieliä opi koulussa, vaan elämällä! Lienet elävänä kuollut, omassa surkeudessasi! 	 0.14450344443321228
s24:963541142eb0b130b84574a8ed0c5613 	 not-obscene 	 Kun Robinhuudista tuli stokmanni  Kun Robbari muuttui stokmanniksi tuli halal lihasäilykkeitä ja samalla isänmaalliset paidat pantiin pannaan. Pakko boikotoida kohta tuotakin lafkaa. 	 0.0018735174089670181
s24:94fb29a853d32da137465aeeff68a88c 	 not-obscene 	 oon oikeesti läski :( ainut päkki on kolmen kertaset makkarat 	 0.02898770198225975
