s24:a40303bdaeec726aa49a6dca60fbcf43 	 obscene 	 Siitä vaan vapaaksi ... perkele....... JA YKSI HENKILÖ OTTAA VASTUUN TÄSTÄ SITTEN!  KATSOTAAN LÖYTYYKÖ KANTTIA ??  - JOTAIN JÄRKEÄ ON SAATAVA SUOMEN OIKEUSJÄRJESTELMÄÄN .... SUVAKIT NYT TEKEVÄT KAIKKENSA TÄMÄN ROMUTTAMISEKSI !!! 	 0.14175115525722504
s24:45dc4b6cc6610668a2e6af5fdc3c6510 	 not-obscene 	 Vai perheen. Naiset alistettuja. Huivpäisiä ukon palvojia. 	 0.009590351954102516
s24:e4416bb9dda1a6fd451ac9c0a9b7ecc9 	 not-obscene 	 Miehet eivät yleensä ole yhtä tyhmiä ja avuttomia niin kuin naiset, vaan uskaltavat tehdä asioita. Naiset vaan valittaa. 	 0.027300942689180374
s24:6a07a4f464f19cf32322de76223b751b 	 not-obscene 	 Ylen toimittajat on joko tyhmiä tai propakandisteja. Hävettäisi olla Yleläinen. 	 0.46807676553726196
s24:a50794eda66c804453fd894b0b0f4c0e 	 obscene 	 ne jotka persuja mollaa ,gronbergin mukaan teidän pitäisi ottaa kummi kreikasta. siitä vaan perslalandia ym. matkaan kyllä jutta ja jyrki kyytin maksaa. 	 0.9052547216415405
s24:6159a74d5a6d36461f2248e167de2094 	 not-obscene 	 se sun alkkis on liian vähä-älyinen tajutakseen minkälainen nainen hänellä on - ja kuinka vähän hän itse tajuaa mistään. olet helmiä sioille. yritä päästä irti tyypistä. 	 0.08505737781524658
s24:301cbccaef883649769c84cf6c1a27ac 	 obscene 	 Sossujen koulutuksen  Puheenjohtaja yo, usko karvaperse rivijäsen kiertokoulu.Ei toimi tällä vuosituhannella...:) 	 0.5338408946990967
s24:ddc900f3a070e32efa00191849985fa4 	 obscene 	 Autoliike hinnoittelee pösön hyvityshinnan päälle normikatteen ja turboremonttivarauksen. Tosin pösöt menevät yleensä jobbareille, jotka ovat tottuneempia kusettamaan asiakasta. 	 0.07707908749580383
s24:0d17d45a18be694b3d34088bec9d5da6 	 obscene 	 "Matalat korot, 35 vuoden asuntolainat, joilla luodaan luotoilla ylläpidettyä kulutusta, tullittomat rajat kaikelle kehitysmaapaskalle, jolla heikennetään työllisyys ja saatetaan talous täysin riippuvaiseksi maailmanmarkkinoiden heilahteluista. Sen jälkeen roima palkkatason lasku ""kilpailukyvyn nimissä"", jolla sitten velalliset yrittää selvitä niistä jo nyt tulleista luottotietomerkinnöistään.  Tämä on sitä Lepomäkien ja Sammallahtien ""talousosaamista"". Muistakaa äänestää kokoomuspellejä, jotka ovat jokaisen roponsa tienanneet puolueen kassasta tai suhteilla järjestetyissä helpoissa pesteissä.  Apinat, jotka äänestävät tällaista politiikkaa ajavia oikeistopuolueita, ovat tulevaisuutensa ansainneet.  Paska-anarkistit ja maahanmuuttajat ovat tarpeellisia oikeistolle. Niiden avulla puupää-öyhöt miehistelyineen ja kovisteluineen saadaan äänestämään itselleen köysi kaulaan.  Pakko vaan todeta, että suurin osa suomalaisista on käsittämättömän tyhmää väkeä. Tulevat saamaan vielä kusta niskaansa, mutta eipä kyllä kaiken näkemäni jälkeen sääliksi käy. Ihan itse ovat tilanneet." 	 0.04580753669142723
s24:4feddc0fd0c2e9365428cc727b9012d6 	 not-obscene 	 mä en tajuu edes sen tyhmän pelin tarkotusta ja mite voi pelaa kahestaa xboxilla . 	 0.15835914015769958
