s24:dbf549b827aed581d202200c252648d5 	 toxicity 	 "Fundamentalismista  Fundamentalismi on harhakuvitelmaa, jonka mukaan Jumala odottaa ja edellyttää ihmiseltä Kristus-uskon lisäksi uskoa tuhansia vuosia vanhan 1200-sivuisen kirjoitusten kokoelman absoluuttiseen erehtymättömyyteen ja ristiriidattomuuteen. Fundamentalismi on toisin sanoen näkemys ja vakaumus, että usko Kristukseen ei yksin riitä. Fundamentalismi on malliesimerkki opista, josta Paavali kirjoittaa: ""Jos joku julistaa teille evankeliumia, joka on vastoin sitä, minkä olette saaneet, hän olkoon kirottu."" Edellä sanottuun fundamentalisti toteaa: ""Ethän sinä tietäisi Kristuksesta ja Paavalin evankeliumista mitään, jollei sinulla olisi Raamattua."" Ja jättää lisäämättä: ""Siksi sinun on uskottava KAIKKEEN MUUHUNKIN, mitä Raamattuun on kirjoitettu."" Tämä on vasta-argumenttina niin kiero/typerä, että sille on hankala löytää vertailukohtaa. Mutta yritetään. Fundamentalisti on kuin mies, joka inttää: ""Luit Kimi Räikkösen maailmanmestaruudesta Helsingin Sanomista. Sinulla ei ole mitään oikeutta uskoa Kimi Räikkösen maailmanmestaruuteen, jollet usko Helsingin Sanomien ja sen edeltäjän Päivälehden absoluuttiseen erehtymättömyyteen ja ristiriidattomuuteen vuodesta 1889 lähtien."" Ikään kuin Kimi Räikkösen Ferrarilla vuonna 2007 Brasiliassa voittama maailmanmestaruus olisi jotenkin riippuvainen siitä, kuinka tarkasti ja oikeaan osuvasti kymmenet ja sadat toimittajat ovat asetelleet sanojaan helsinkiläisen sanomalehden toimituksessa esimerkiksi vuosina 1897, 1913, 1929 ja 1963. Vuoden 2007 uutinen Kimi Räikkösen maailmanmestaruudesta on toisin sanoen pelkkää huuhaata, jos joku Hesarin toimittaja teki vuonna 1927 virheen raportoidessaan eduskuntavaaleista. Toinen, vielä idioottimaisempi argumentti kuuluu: ""Raamattu julistaa itse olevansa Jumalan Sanaa."" Kyseinen virke on monipuolisimmin mieletön lausuma, jonka ihminen on suustaan/näppikseltään päästänyt. Se on sekä valhe että kehäpäätelmä. Ja tällaisten idioottimaisuuksien fundamentalistit kuvittelevat olevan olennainen osa evankeliumia. Ja sitten toki ihmetellään, kun kaiken maailman räsäsiä ja puolimatkoja pidetään hieman tärähtäneinä." 	 0.04777450114488602
s24:db52399fe84a9716ef1f72f3287209d0 	 not-toxicity 	 Maniassa tehtyjä juttuja...  Mitenkähän on, kun nuorempana tuli hölmöiltyä oikein kunnolla ja tehtailtua n. 40 000 euron velat..ja maanisessa vaiheessa. Olisiko se peruste neuvotella noiden velkojen korkoja ja kuluja pienemmäksi? Monet niistä veloista ovat moninkertaistuneet vuosien aikana.  Nyt kun olen kunnossa ja palkkatöissä, olisi tietysti motivaatioita maksaa kiltisti pääomat pois mutta ei kohtuuttomia korkoja.  Onko kokemuksia? 	 0.00453547528013587
s24:1c0a946c05c26318845ec06818d27a92 	 not-toxicity 	 KYMCON HUOLTO????  Toimii miten sattuu, mitä tulee Riihimäki-Hyvinkää akselilla.Hyvinkää puoti ei ainakaan auki silloin(kun pitäisi) kuin ovessa aukioloajat kertovat,mutta osaahan niitä muutkin huoltaa ja nykylainsäädännön mukaan ei tarvitse takuiden takia merkkihuoltoa edes käyttääkään , riittää kun on moottoripyörähuolto liike työn suorittaa. 	 0.012629199773073196
s24:241300b7da6dd0ece922100485ad4265 	 not-toxicity 	 No ihan sillä perusteella, että tuo FW31J on 200-300€ halvempi. Kuten jo sanoin, jos ei tarvitse polttavaa blu-rayta niin silloin tuo FW31J järkevin. Prosessorien välinen tehoerohan noissa on käytännössä pieni eikä nähdäkseni tuossa kovalevyn koossakaan juuri eroa (400gt vs 500gt). Ja bonuksena FW31J:ssä on näköjään nopeampi kovalevy (5400rpm vs. 4200rpm).  En siis näe mitään syytä miksi maksaisin tuosta FW31M mallista 300€ extraa ellen sitten tarvitsisi tuota polttavaa Blu-rayta, mutta valinanhan teet toki sinä enkä minä... ;) 	 0.0013035795418545604
s24:c51022f5a48b766599d0d7d1667e8381 	 not-toxicity 	 En voi harkita mitään. Seksielämään pitää sisältyä muutakin, ei kiinnosta platooninen seksi. Jos rakastaa, haluaa rakastella :) 	 0.008124969899654388
s24:b495b9b45746f24be04d6b3edac6597f 	 toxicity 	 "Hautalan, ns ""ihmisoikeustohtorien"", ja poliittisen mitättömyyksien halu nujertaa kirjoittaja ei onnistunut. Oikeuskansleri ei käsitellyt YLE toimittajan kantelua kirjasta. Saarijärvi kirjoitti sotakirjan sotakirjana, samaan aikaan Kari Suomalainen piirsi maan somalitäyttämisen kuvana ja erotettiiin. Oli ensimmäinen vaihtoehtolehti, joka määrättiin takavarikkoon, kun siinä kirjoitettiin totuus halusta afrikkalaistaa Suomi." 	 0.0007748318603262305
s24:8b68080cb2c40479134889d98cabf30f 	 not-toxicity 	 Kyllä kannattaa. Meillä on vain positiivisia kokemuksia talosta. Vastaan ei ole tullut ongelmia, naapuritalossa on ja se ei ole älvsby talo. 	 0.0008198703872039914
s24:e23202770aa3b36a2ce28a3e4fa6a944 	 not-toxicity 	 tämä jäi  http://www.youtube.com/watch?v=onfYOSg0Xuw 	 0.0032631955109536648
s24:ea314d50a01572aa689c7c3da15b1285 	 not-toxicity 	 tässä ketjussa oli kyse tästä:  - Mies menee viettämään joulua lastensa kanssa ja aloittajan mielestä se on OK  Pääasia:  - Vietettyään iltaa lastensa kanssa, mies lähtee asuntoonsa, eikä ota kontaktia nyksään. - Koko joulun aikana nainen ei ole saanut mieheltä hyvän joulun toivotusta. 	 0.0019339316058903933
s24:1a636f4635d9dfb84ff78aa32ae9366d 	 not-toxicity 	 En tiennytkään että parkanossa on tollasta, vaikka tässä naapurissa asunkin... Aika samanlaista meininkiä alkaa oleen tääl ikaalisissakin. :/ Yrittääköhän täällä pikkupojat panna paremmaks, mahtaa ottaa päähän kun parkano on edellä vielä...apua. 	 0.01787543296813965
