s24:02e6859c68c853ee558c835106171a71 	 toxicity 	 Kyllä näin näyttää olevan ja liitot kestävät pitkään. Johtuu varmaan siitä että molemmilla puolisoilla on itsetunto kohdallaan kun on ulkonäköä ja elämä aina ollut helppoa. Rumemmat pettävät ja eroavat, koska ovat niin epävarmoja itsestään. 	 0.04045909643173218
s24:2f9e17713a1fcc0fe5b229ac59e6da03 	 toxicity 	 Terve ruumis ei työtä kaipaa ja kuka hullu itsensä työllä tappaa. Millon on nähty manneakaan pellolla kyykkimässä saati partamamua. Päivärahalla on mukava olla ja kun jaksaa sossupapereita täytellä kyllä tupakissa ja bensossa pysyy. Pitää tästä taas ruveta hakemusta sossun tytöille raapustelemaan kun pitäsi mersu käyvä tankkaamassa ja ostella joku sata litraa tuohon lynxiinkin menovettä. Ja eipä olisi pahitteeksi joku tupakkikartonkikaan vastasen varalle. Se on huono puoli, että kun tuolla sossulapulla ei pysty kaljaa ostamaan. Peraatteessa kun tuli tuohi poikkeuslaki niin sillä verukkeellahan sitä voisi kalja puolestaki puhua. Tuli taas niin hyvät ilimat, että pitäsi sitä köyhänkin saaha nauttia keväästä. 	 0.967239260673523
s24:97d52e52849cf3c7b1574332a93bafde 	 toxicity 	 On kova poika tyhjentämään toisten pankkitilejäkin, siis tämä puli-matti.. 	 0.9408687353134155
s24:46b308e0b70b0ed23aeb4cd17dc75b8b 	 not-toxicity 	 Siinä hyvä äiti joka pitäähuolta omista llapsistaan ja valvoo ja vahtii ettei vieraat käy haukkumaan tai hankaloittamaan lasten oloa isän luona. Juuri noin kunnon äiti toimii, mieehen pitää ottaa siitä oppia, ja pitää sut poissa omien lasten läheltä,. 	 0.18516874313354492
s24:c94e34b02ebf95e0f860faa40a7250f3 	 toxicity 	 Kesä vs. talviaika  Mitä helvettiä! Halutaanko todella aikasiirryttömään vaihtoehtoon kesäaikaa, joka on SAMA kuin MSK, eli Moskovan aikaan. Jotkut joskus hamusivat!!! Suomen talviaika on ihan OK. Siirtäkää sitten mieluiten töihintuloaikaa aurinkoon sopivaksi!!! Moskovan aikaa ei ikinä Suomeen!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 	 0.2306547313928604
s24:d1442c10262dfb809e049e73fc659bdb 	 not-toxicity 	 vai onko levitäjä häntiä,,.,.,.joka on tämän koiran kaitsia 	 0.014769980683922768
s24:023f2e2e2b70edab2c744a2cb82feb32 	 toxicity 	 Sauli, Juha, Timo, Stubbi voi ottaa muutamia kymmeniä asuntoihinsa. Kun niin kovasti niitä maahanmuuttajia tänne haluuvat. Onhan niillä isot kämpät ja tilaa. Toista se on suomalaisen köyhän. Nukuttava roskiksessa kun ei saa asuntoa. Nyt vielä heikommin kun mm kiilaavat jonon ohi. On e niiiin väärin :( 	 0.9795420169830322
s24:057aca7c6eb68d2ff5035075467c6ba1 	 not-toxicity 	 kuuluuko formula autosta ääni jos kukaan ei ole kuulemassa, ei kuulu  haiseeko some planet jos kukaan ei ole haistamassa, ei haise  aistit ovat illuusio ja vain sitä avrten että meitä ei syötäisi parempiin suihin 	 0.9809658527374268
s24:94dea6ab7961ba23854fd72d294d7858 	 toxicity 	 Ei normaalisti tarvikkaan, mutta sinulle pitää näköjään laittaa moneen kertaan, etkä ymmärrä sittenkään. Taidat olla aivan pyörällä päästäsi. 	 0.3311324119567871
s24:5e16be1d406412843adf32fa431376ae 	 not-toxicity 	 mitkä kemmit kiesiin nyt?  Alulla vaiko ilman? Onko teinit mitä mieltä siitä mitkä pitäis alla olla? Kemmi palaaa kun triftaa, mutta mikä olla staili???!!! 	 0.0130573445931077
