s24:93aec0fc4a033d73e7ac33364ae66665 	 not-threat 	 No irakin lippuako ajattelit heiluttaa vai? Ja kuule pelle,minä olen töissä enkä äänestänyt jotain vitun kepua kuten sinä saatanan maanpetturi! 	 0.3144146203994751
s24:5736c0db230f2724f4210f1605ecfc12 	 not-threat 	 ....suuuuuuuuukkoja...joo-o...pia meen suihguu..luulin,et nyt on tullu otettuu pari liigaa...näen viestit kolmena..heh...mitä mun pitigää kysyy...nii ne päreet...poltix sä päreet siel välis ku jutuxin kk:n kaa?..mis sä sen kaa juttelit,ku se muuttu nii oudox äkkiä..kai se pelkää mua heh...ei se mitää...mä oonki aika paha,jos sen pään otan...en sulle...sua mä rakastan ja haluun..paitsi haluun syödä sut elävänä..niinku oot huomannu..hitsi,et alkaa..hmmmm...ai,lupasit et katsotaan mistä pikkuvillikot saa alkunsa...nyt jänskättäää...miten sun koipi voi??halin ja suukotan sua...kulta omani.... 	 0.300273597240448
s24:eb2ac1aa7ea577ffcb572c81586bf1cb 	 not-threat 	 olen 26v hyvänäkone mies Ja käyn pattaylla joka vuosi 3kk ja käytän horkka ja panen paikalisi muija. ENkä pane suomalaisi lehmia hikisia pirule haisevia lehmia. Ja jos joku sano tahikku horaksi musta suomalaiset naiset ne vast huori ovat niile ei tarvi etes maksaa jos on väheki lihasta ja muutama tatska. 	 0.3155443072319031
s24:042e7928e48a7dc510db8f2bcff64c73 	 not-threat 	 Haluaisin yhä levittää  Reiteni sinulle,vetää sinut päälleni,hyväillä sinun selkääsi ja niskaasi,suudella sinua,varsinkin olla vain sylissäsi,tuntea vartalosi vasten minua 	 0.3595455586910248
s24:45979050e9f66a6022610676c34570e0 	 not-threat 	 KUN RAHAAN TAAS TARTTUMAAN. MULLA ON IHAN TOISET ARVOT NÄKÖJÄÄN KUN SULLA. 	 0.35018205642700195
s24:b2f60a5b81262d84a69bf9ad5e9c2274 	 not-threat 	 Toivottovasti murhauttaja Putin pian kuolee. Pääsee rssän kom h:vettiin varmasti. 	 0.3201991617679596
s24:4c87be0119dbca93a2fad81b1d8fcee1 	 not-threat 	 Tarmo Manni alias Honkajoki jousipyssyineen ja ikiliikkujan kehittäjänänä. No se oli roolihahmo. Sotakirjallisuudesta en löydä mainintaa ko. miestyypistä. Porukka hoitaa. Tämäkin tanssija TV-Tähti Toivola musta mies provokaattori. Hänkö kannustaa suomea ja suomen itsenäisyyttä? Erosi kirkosta. Nähdäänkö vielä tv:ssä! Päässä ihottumaa, onko tauti? Oikea suomen puolustaja. Toinen musta mies vietiin ambulanssilla linnan jatkoilta, oli Halosen kutsuman Huussi&Käymälän ry:n johtohenkilön avopuoliso. Kaikkea porukkaa sitä linnaan kutsutaankin. Tämä tumma mies huuteli koko ajan käsiraudoissa: minä tulen takaisin ja tapan sinut! Hei haloo! 	 0.3255854547023773
s24:95ef961f7326a1b3cfafe75a01ae283f 	 not-threat 	 KAIKKI SYLKEE MUN SKEIDAN PÄÄLLE! SIAT! 	 0.30907952785491943
s24:c03a4f6aee03381b808fcecb309106cd 	 not-threat 	 MONI VANHEMPI ON SITÄ MIELTÄ, ETTÄ JOS POJASTA TULEE HOMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, NIIN TAPAN ITSENI,  Ajatelkaa,,,,,mitä aiheutatte omille vanhemmillenne !!!!! 	 0.3951244652271271
s24:b88591abba1f134f9ada6cb95c256e8a 	 not-threat 	 Tulis sota niin päästäisiin teistä paskahousuista eroon, te menisitte ensin, joko ruotsiin tai oman käden kautta huosuun kusten...  Tarkoitatko itseäsi, niin arvelinkin. Suurimmat uhoajat ovat aina olleet raukkamaisimpia paskahousupelkureita tositilanteissa. Kuulut niihin, nilkki. 	 0.3433103859424591
s24:23b75afe786c4e5993c01e6c8cf68dbe 	 not-threat 	 Homofoobikko täyspäinen hetero? Pelkäät sä että Haavisto tulee ja raiskaa? 	 0.36780527234077454
s24:d85aa93182b4e27a7d22d43fc9db2c7c 	 not-threat 	 haluan kuolla  Kerro hänelle että rakastat häntä. Maailmassa ei ole toista samanlaista. Häntä rakastaa moni ihminen. Hän on tärkeä kaikille. Vanhemmat, lapset, serkut, tädit, sedät, enot tulevat suremaan kovasti ja syyttävät itseään kun eivät ole huomanneet miehesi pahaa oloa. Sano että kaikkiin ongelmiin on ratkaisu. Kerro että kuljet hänen rinnalla vaikeina aikoina kuten myös muulloin. Taistelkaa yhdessä.  Hänen täytyy saada hoitoa asiantuntijoilta ja ehkä myös masennuslääkkeitä ja muuta esim ekonomista apua tarvittaessa.  RAKKAUS VOITTAA ja miehesi ei elä turhaan. Kaikilla meillä on annettavaa täällä elämän matkalla. ONNEA TEILLE ja kerro miten menee.  HALAUKSIA! 	 0.3076121211051941
s24:b3addc46a39bd3390483c44547d3b443 	 not-threat 	 No miehelle siinä nelikymppisenä...  Lapset ja lahna tappaa poikamies-paratiisin. 	 0.39093297719955444
s24:0594ec74930d2323da18b949e34ab0e8 	 not-threat 	 TULEVA SUVI SUHINOISSA TUULOSTEN  ONNISTUNUT VALINTAIN MUANTIEKIITURIKS OLJ VAJJAAT KAKS VUOTTA SITTEN HELKAMAN TEHTAAN TUORE, 26-TUUMASIN RENKAIN, TUKEVIN TARAKOIN VARUSTETTU, TANAKKA MUT SILTI TYYLIKÄS UNISEKS-SORTTINEN, LIMENVIHREE ISOJOPO, MIHIN TEHTAAN KELEVOTTOMMIIV VIRITYSTEN TILALLE VAEHETTIIN LIIKENNETURVALLINEN, MATALA, KUNNON OHJAUSTANKO YNNÄ HYVÄKS HAVVAETTU, TAKAJARRULLINEN SHIMANO-NEXUS 3-VAIHDETAKANAPA.  SILLÄPÄ SITTEN SUJUVAST 700 KM VAJJAASSA VIIKOSSA OULUSTA PIELAVEIN, MIKKELIN, PORVOON KAUTTA HELSINGFORSSIIN MAESEMISTA JA MEHTÄMARJOISTAKKIIN NAUTISKELLEN ELOKUUSSA RENNOSTI RETKEILLEN POLOKASIN. SUOSITAN!  ETUJARRU OIS TOK HYVÄ LISÄ. SITÄ VARTEN PITÄSJ TEHTAALTA TILATA UUS ETUHUARUKKA, MISSON JARRUTAPIT VALAMIINA.  JA KOKKEILEPPA PERSUUKSIIS SOVELIJAS SATULA! JA EIKUM MÄNÖKS! 13.11.2013 k mikko tammerforssin nuapurista 	 0.38009360432624817
s24:0f2ce12b134ad9c2e84bb12e4642765f 	 threat 	 NIIN SUSTA VITUN TAPPOLISTALLE KUULUVASTA PASKA-AIVOALI-IHMISESTÄ SITÄ KUN EI OLEKAAN KOSKAAN YHTÄÄN MIHINKÄÄN MUUHUN KUN VAAN VIATTOMIA IHMISIÄ TAPPAMAAN SAATANA!!!!!!!!!!!!!!!!!!!!!! VIOTTU ETTÄ TOLALISIA VITUN ALI-IHMISIÄ SITÄ PITÄISIKIN SAATANAN LYÖDÄ VITTU VÄHINTÄÄN 50 KERTAA VASARALLA PÄÄHÄN PERKELE!!!!!!!!!!!!!!!!!!!!!!!!  KYLLÄ SITÄ PITÄISIKIN SUOMESSA KAIKKIEN AIKOJEN SUURIN JOUKKOSURMA TEHDÄ JA SELLAINEN, JOSSA TAPETTAISIIN KAIKKI TOLLAISET SUN KALTAISET VITUN SAIRAAT ALI-IHMISET SAATANA!!!!!!!!!!!!!!!!! MITÄS MIELTÄ OLISIT SIITÄ, JOS SÄ SAISIT VAIKKA KUNNIAN OLLA SUOMEN KAIKKIEN AIKOJEN SUURIMMAN JOUKKOSURMAN ENSIMÄINEN KUOLONUHRI!!!!!!!!!!!!!!!!!!!!!!  TÄSSÄ JOUKKOSURMASSA EI KUOLISIKAAN YHTÄÄN AINOAA NAISTA, VAAN AINOASTAAN MIEHIÄ JA KAIKKI NE TAPETTAVAT MIEHET OLISIVATKIN JUST NIITÄ NAISVIHASTA KÄRSIVIÄ ALI-IHMISIÄ SAATANA!!!!!!!!!!!!!!  EIPÄ SITÄ TOLLAISTEN NAISVIHASTA KÄRSIVIEN MIELENVIKAISTEN MIESTEN ELÄMÄLLÄ JA IHMISARVOLLA OLE MITÄÄN MERKITYSTÄ, NIIN OIKEIN HYVIN TEIDÄT VOISIKIN AMPUA KAIKKI HAULIKOLLA PASKAKSI SAATANA TAI HAKATA KIRVEELLÄ KUOLIAAKSI!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1  TÄSSÄ JOUKKOSURMASSA OLISI MYÖS SE HYVÄ PUOLI, ETTÄ TOLLALISET ALI-IHMISET SURMAAMALLA SITÄ ENNALTAEHKÄISTÄISIIN USEITA JOUKKOSURMIA, ELLEI PERÄTI KYMMENIÄ SELLAISIA, KUN TEIDÄT PASKA-AIVOT TAPPAMALLA TE ETTE SITTEN PÄÄSE ENÄÄ KOSKAAN VAHINGOITTMAAN TAI TAPPAMAAN YHTÄKÄÄN AINOAA VIATONTA IHMISTÄ SAATANA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1 	 0.33596834540367126
s24:bc2529834c990e83871e23bcef4aa3d5 	 not-threat 	 MÄÄ MAKSAN SEN TAKIA ETTÄ MÄÄ VOIN RIEHUA JA VIIHDYTTÄÄ SUA JA TEITÄ!!!!!  24/7 = VITU OK!!!!!!! 	 0.34925657510757446
s24:9af6c951eabb2074c9b42fc70da7f108 	 not-threat 	 Natseille turpaan 6-0 taas. Täällä muutama Putinin perseraiskaama trolli meuhkaa samalla kun ihmiset, jotka oikeasti tekevät asioille jotain, tekevät asioille jotain. 	 0.34110352396965027
s24:88622087477f75d8e98f497401bfbcf8 	 not-threat 	 "Näin se meee Salossa  Kun näitä pakolaisia hyysätään ja ne heittävät suomalaisesta ruuasta puolet pois, mistä SUOMALAINEN työtön voisi näitä ylijäämäruokia salosta hakee?  Saatanan kusipäät, sioille heittävät ruuan ja tuöttömät kärsivät nälkää""!" 	 0.3088519871234894
s24:29829dee19844e01b65d12477e2d1edd 	 not-threat 	 !!!!!!!!!!!!!??????????????!!!!!!!!!??  ANNIKA JA ROOMEO HAN ON NIIIIN SÖÖÖÖÖTI PARI (TAI SIT EI) (YÄÄHK INHOON NIIIIt KAIKKI VAA ANNIKQ JA ROOMEO HELI JA KATRI OOOO SIEVISTEN PERHE SIIS OIKEE MAHTAVA BITCH!! OMG KU SULOSTA SIIIS WAKE UP IHMISET!! 	 0.35050323605537415
s24:8623b207afcc701f71359f55dbbffa84 	 not-threat 	 Miksiköhän ryssät on niin inhottua kansaa ja silti teitä on päästetty Suomen maahan?Sitä en voi ymmärtää!!!  Mikseköhän teitä kaikkia lähetetä takas Siperiaan,koko sakki!!!!! Moi ,moi 	 0.3339662253856659
